2025,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,6.24309698212893
2030,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,6.79587997503924
2035,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,7.27831480628151
2040,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,7.76466887350506
2045,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,8.2563858412508
2050,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,8.71962644782441
2055,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,9.32027690468088
2060,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,9.68787282864401
2070,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,10.0383806584406
2080,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,10.2435570120097
2090,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,10.3152822632152
2100,LAM,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,10.2825879360631
2025,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,14.0695218754197
2030,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,15.2696002534194
2035,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,16.4126763006045
2040,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,17.524182823723
2045,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,18.587432408982
2050,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,19.5274715353716
2055,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,20.439673947715
2060,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,21.3192991436734
2070,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,21.4213185335351
2080,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,21.3900517657935
2090,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,21.2745630189427
2100,OAS,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,21.0109012077816
2025,SSA,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,4.65615314222515
2030,SSA,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,5.39718990232859
2035,SSA,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,6.19850121804566
2040,SSA,gdp_SSP2,Smart_lifestyles_Electricity_push,entrp_pass_sm,7.06399418507898
